Employee_ID,Employee_Name,Department,Salary,Performance_Score
1458,Omar,,60000,2
1459,Usman,HR,0,6
1460,Bilal,Finance,140000,
1461,Iqra,Operations,185000,5
1462,Omar,Finance,60000,4
1463,Fahad,IT,60000,1
1464,Ahmed,HR,105000,1
1465,Hamza,Operations,70000,
1466,Omar,Finance,80000,1
1467,Omar,Operations,60000,4
1468,Sana,Finance,95000,6
1469,Laiba,Marketing,0,3
1470,Fahad,Operations,185000,4
1471,Talha,Marketing,50000,5
1472,Omar,IT,90000,3
1473,Ayesha,Finance,70000,1
1474,Iqra,Operations,175000,6
1475,Hamza,IT,150000,2
1476,Talha,IT,165000,2
1477,Iqra,HR,100000,4
1478,Hamza,,195000,4
1479,Usman,HR,110000,1
1480,Maryam,Marketing,50000,2
1481,Sana,IT,120000,2
1482,Talha,IT,155000,4
1483,Saad,Marketing,-5000,5
1484,Laiba,HR,85000,2
1485,Bilal,Finance,,4
1486,Ahmed,Marketing,160000,
1487,Iqra,Operations,105000,2
1488,Sana,HR,200000,3
1489,Ayesha,Operations,135000,6
1490,Laiba,Marketing,75000,1
1491,Usman,Operations,175000,6
1492,Fahad,Finance,105000,4
1493,Noor,Finance,80000,2
1494,Usman,,0,2
1495,Maryam,Operations,130000,5
1496,Bilal,Finance,65000,4
1497,Ahmed,IT,40000,3
1498,Danish,IT,85000,2
1499,Danish,IT,185000,
1500,Nida,IT,155000,1
1501,Saad,IT,55000,4
1502,Iqra,Operations,95000,2
1503,Hamza,HR,170000,6
1504,Noor,Marketing,50000,5
1505,Iqra,HR,-5000,5
1506,Omar,IT,160000,1
1507,Hina,HR,195000,4
1508,Usman,IT,0,4
1509,Maryam,Marketing,60000,4
1510,Fahad,Operations,100000,3
1511,Zara,IT,115000,
1512,Noor,Finance,85000,5
1513,Hamza,Finance,160000,4
1514,Nida,Operations,80000,3
1515,Sara,Marketing,195000,4
1516,Bilal,Finance,100000,4
1517,Bilal,Marketing,0,3
1518,Hina,Operations,115000,
1519,Talha,HR,70000,1
1520,Zara,IT,125000,5
1521,Laiba,,55000,2
1522,Fahad,Marketing,155000,6
1523,Ali,Finance,165000,4
1524,Sana,Finance,180000,
1525,Omar,IT,180000,5
1526,Usman,Finance,195000,2
1527,Fahad,Marketing,150000,4
1528,Ayesha,IT,115000,6
1529,Ayesha,Marketing,180000,2
1530,Hina,Operations,140000,3
1531,Talha,HR,110000,6
1532,Iqra,Finance,120000,5
1533,Usman,IT,180000,
1534,Noor,Marketing,-5000,
1535,Talha,IT,85000,5
1536,Usman,Marketing,90000,1
1537,Ahmed,Operations,180000,1
1538,Fahad,IT,125000,2
1539,Fahad,,,3
1540,Nida,,170000,2
1541,Sana,HR,190000,4
1542,Zara,IT,115000,
1543,Hamza,,175000,2
1544,Usman,,75000,2
1545,Ali,HR,95000,5
1546,Ahmed,HR,55000,6
1547,Fahad,HR,85000,
1548,Omar,,105000,
1549,Ali,HR,165000,1
1550,Hina,Finance,180000,1
1551,Hina,Operations,185000,
1552,Iqra,HR,185000,6
1553,Fahad,Finance,50000,2
1554,Fahad,IT,45000,4
1555,Saad,Operations,45000,2
1556,Laiba,IT,125000,6
1557,Danish,Marketing,55000,4
1558,Bilal,Marketing,200000,
1559,Ayesha,IT,90000,5
1560,Ahmed,HR,145000,4
1561,Talha,IT,-5000,1
1562,Sana,IT,65000,5
1563,Nida,Operations,-5000,6
1564,Saad,Operations,165000,
1565,Hamza,Finance,125000,6
1566,Omar,Finance,-5000,3
1567,Maryam,Finance,,4
1568,Saad,Operations,180000,4
1569,Ali,IT,110000,6
1570,Ahmed,IT,195000,5
1571,Laiba,IT,185000,3
1572,Danish,Finance,170000,3
1573,Iqra,Finance,135000,
1574,Noor,Finance,75000,5
1575,Laiba,HR,80000,2
1576,Zara,Marketing,95000,3
1577,Hina,IT,95000,6
1578,Iqra,IT,115000,4
1579,Zara,IT,150000,3
1580,Ayesha,IT,80000,6
1581,Zara,Finance,0,
1582,Nida,IT,175000,
1583,Bilal,Finance,185000,4
1584,Hamza,Finance,100000,4
1585,Ayesha,IT,135000,4
1586,Omar,HR,160000,2
1587,Hamza,Operations,155000,4
1588,Ali,Finance,125000,5
1589,Sana,IT,155000,
1590,Fahad,HR,140000,
1591,Laiba,Finance,-5000,3
1592,Fahad,Finance,80000,4
1593,Maryam,Finance,170000,2
1594,Ahmed,Marketing,80000,5
1595,Hina,HR,105000,1
1596,Nida,IT,200000,3
1597,Talha,Operations,185000,5
1598,Bilal,,100000,6
1599,Saad,HR,120000,2
1600,Sara,Finance,195000,4
1601,Noor,IT,110000,2
1602,Nida,HR,75000,1
1603,Fahad,IT,155000,5
1604,Bilal,HR,70000,2
1605,Ali,Marketing,200000,6
1606,Ali,Finance,155000,1
1607,Nida,HR,190000,1
1608,Saad,HR,90000,5
1609,Omar,Operations,95000,1
1610,Danish,HR,50000,5
1611,Omar,Finance,-5000,2
1612,Fahad,IT,170000,6
1613,Ali,Finance,75000,4
1614,Sara,IT,55000,
1615,Hamza,HR,140000,
1616,Ahmed,IT,190000,2
1617,Ali,IT,75000,4
1618,Laiba,IT,120000,
1619,Hina,Marketing,145000,6
1620,Omar,IT,,1
1621,Bilal,HR,85000,2
1622,Bilal,Finance,0,2
1623,Hina,Finance,100000,3
1624,Ahmed,,40000,3
1625,Bilal,Finance,135000,3
1626,Bilal,Finance,50000,5
1627,Noor,Finance,130000,4
1628,Noor,,100000,2
1629,Talha,Operations,75000,3
1630,Omar,IT,70000,2
1631,Maryam,IT,70000,1
1632,Hamza,IT,185000,3
1633,Maryam,Finance,200000,2
1634,Ali,Marketing,160000,4
1635,Talha,Finance,195000,5
1636,Fahad,HR,150000,6
1637,Fahad,Marketing,125000,4
1638,Ayesha,Operations,,4
1639,Ali,IT,195000,6
1640,Omar,Marketing,165000,3
1641,Zara,IT,50000,4
1642,Sara,Operations,75000,5
1643,Zara,Operations,-5000,
1644,Usman,Finance,100000,5
1645,Sara,Marketing,175000,1
1646,Ahmed,Operations,55000,5
1647,Nida,Finance,130000,2
1648,Iqra,IT,165000,
1649,Ali,Marketing,90000,3
1650,Iqra,IT,65000,2
1651,Bilal,IT,90000,6
1652,Omar,Operations,165000,5
1653,Laiba,Marketing,145000,2
1654,Saad,IT,85000,4
1655,Saad,IT,-5000,2
1656,Bilal,IT,195000,2
1657,Maryam,IT,145000,5
1658,Sara,HR,85000,1
1659,Danish,Marketing,170000,6
1660,Talha,IT,85000,5
1661,Usman,Finance,65000,3
1662,Hina,IT,60000,6
1663,Sara,,105000,
1664,Hina,IT,195000,4
1665,Nida,HR,195000,1
1666,Sara,HR,75000,
1667,Nida,Finance,-5000,
1668,Saad,Finance,105000,6
1669,Talha,IT,50000,1
1670,Sara,Finance,170000,4
1671,Sana,HR,,3
1672,Hina,Finance,170000,1
1673,Ali,Finance,80000,1
1674,Saad,HR,160000,1
1675,Noor,HR,-5000,4
1676,Talha,HR,160000,1
1677,Omar,HR,190000,1
1678,Bilal,Finance,90000,2
1679,Ayesha,IT,120000,2
1680,Noor,IT,110000,2
1681,Omar,HR,155000,2
1682,Noor,,0,1
1683,Omar,Operations,80000,6
1684,Sana,IT,90000,2
1685,Bilal,IT,175000,
1686,Sara,IT,-5000,6
1687,Hina,Finance,165000,3
1688,Sara,HR,115000,2
1689,Fahad,Marketing,,4
1690,Danish,Finance,140000,3
1691,Danish,Operations,70000,5
1692,Laiba,HR,,5
1693,Danish,Operations,65000,
1694,Talha,Operations,100000,3
1695,Saad,HR,165000,3
1696,Laiba,IT,190000,
1697,Danish,HR,110000,5
1698,Laiba,IT,185000,2
1699,Zara,IT,175000,
1700,Ayesha,Finance,75000,4
1701,Zara,IT,100000,
1702,Ayesha,,45000,1
1703,Ahmed,HR,80000,5
1704,Ahmed,,125000,1
1705,Nida,IT,70000,5
1706,Talha,Marketing,50000,5
1707,Talha,IT,120000,3
1708,Bilal,HR,,2
1709,Nida,Operations,165000,2
1710,Noor,IT,110000,5
1711,Hina,Marketing,160000,5
1712,Ali,Finance,190000,1
1713,Bilal,Finance,115000,4
1714,Hamza,Finance,195000,
1715,Iqra,Marketing,,5
1716,Maryam,HR,130000,5
1717,Sara,Marketing,170000,
1718,Omar,Operations,190000,
1719,Maryam,HR,125000,4
1720,Fahad,HR,50000,4
1721,Hamza,Marketing,180000,
1722,Saad,Finance,195000,5
1723,Saad,IT,50000,5
1724,Danish,HR,150000,
1725,Laiba,Finance,,5
1726,Omar,HR,100000,4
1727,Ayesha,Finance,,
1728,Ali,Marketing,165000,4
1729,Zara,IT,125000,5
1730,Omar,Finance,155000,5
1731,Ahmed,,180000,3
1732,Sana,Marketing,145000,1
1733,Saad,Operations,190000,1
1734,Saad,IT,70000,6
1735,Maryam,Marketing,50000,4
1736,Maryam,HR,155000,
1737,Sara,HR,140000,1
1738,Fahad,IT,170000,5
1739,Maryam,IT,-5000,2
1740,Talha,Operations,180000,
1741,Usman,IT,185000,4
1742,Ahmed,Marketing,120000,5
1743,Saad,Marketing,200000,5
1744,Maryam,Finance,110000,2
1745,Danish,IT,200000,4
1746,Saad,Finance,120000,6
1747,Fahad,IT,85000,
1748,Nida,HR,65000,5
1749,Hina,,50000,6
1750,Ahmed,HR,160000,3
1751,Talha,HR,55000,5
1752,Saad,Operations,80000,3
1753,Bilal,IT,110000,3
1754,Noor,Marketing,70000,
1755,Usman,IT,,
1756,Omar,IT,45000,2
1757,Usman,IT,160000,5
1758,Iqra,IT,40000,
1759,Omar,IT,165000,
1760,Fahad,Marketing,195000,2
1761,Sana,Finance,150000,2
1762,Ayesha,,105000,5
1763,Noor,HR,195000,6
1764,Ahmed,Finance,95000,4
1765,Hamza,Finance,40000,1
1766,Fahad,,60000,5
1767,Nida,HR,185000,1
1768,Saad,Finance,185000,4
1769,Ayesha,Operations,195000,3
1770,Saad,IT,170000,6
1771,Sara,Operations,115000,5
1772,Saad,HR,100000,
1773,Zara,Marketing,115000,2
1774,Zara,,155000,5
1775,Omar,Marketing,120000,2
1776,Iqra,Finance,110000,3
1777,Talha,HR,-5000,2
1778,Noor,,165000,3
1779,Hamza,Finance,40000,6
1780,Bilal,HR,45000,4
1781,Hina,Marketing,-5000,3
1782,Sana,Finance,135000,1
1783,Sara,HR,,5
1784,Fahad,IT,195000,3
1785,Hina,HR,90000,5
1786,Bilal,Finance,105000,4
1787,Ali,Finance,130000,6
1788,Hina,Finance,160000,3
1789,Hina,Operations,125000,4
1790,Laiba,Operations,135000,1
1791,Ayesha,Finance,80000,6
1792,Danish,HR,180000,
1793,Hamza,Marketing,125000,4
1794,Ahmed,IT,190000,
1795,Talha,Finance,100000,4
1796,Zara,Marketing,125000,6
1797,Bilal,IT,40000,3
1798,Ayesha,,140000,
1799,Hina,HR,45000,6
1800,Sara,Marketing,100000,4
1801,Sana,HR,170000,5
1802,Danish,,100000,4
1803,Ayesha,HR,180000,
1804,Saad,HR,200000,5
1805,Hina,IT,0,6
1806,Omar,IT,85000,4
1807,Hina,IT,80000,
1808,Talha,Finance,150000,1
1809,Sara,Finance,135000,2
1810,Saad,HR,150000,1
1811,Danish,IT,55000,
1812,Zara,Operations,120000,3
1813,Talha,Marketing,70000,3
1814,Fahad,Marketing,170000,2
1815,Iqra,Marketing,150000,
1816,Bilal,IT,150000,5
1817,Hina,HR,55000,4
1818,Ayesha,IT,180000,1
1819,Talha,Operations,75000,5
1820,Sana,,190000,6
1821,Ali,Finance,185000,1
1822,Sana,HR,95000,2
1823,Omar,HR,195000,2
1824,Iqra,IT,,6
1825,Saad,Finance,75000,2
1826,Ali,HR,150000,6
1827,Maryam,,100000,5
1828,Hina,IT,115000,5
1829,Bilal,,120000,2
1830,Danish,Operations,165000,5
1831,Ayesha,Marketing,115000,2
1832,Fahad,Finance,55000,5
1833,Danish,Finance,105000,2
1834,Ahmed,Marketing,105000,4
1835,Ali,Finance,105000,4
1836,Hina,Finance,,6
1837,Nida,,75000,1
1838,Noor,Marketing,175000,6
1839,Bilal,Marketing,55000,1
1840,Noor,Operations,65000,6
1841,Iqra,IT,70000,2
1842,Sara,HR,85000,1
1843,Fahad,Finance,145000,5
1844,Zara,Finance,165000,2
1845,Sara,Operations,0,4
1846,Sana,Finance,70000,3
1847,Ali,Finance,135000,4
1848,Bilal,Finance,125000,
1849,Hamza,HR,-5000,4
1850,Omar,Finance,200000,
1851,Hamza,Operations,,1
1852,Danish,HR,75000,4
1853,Saad,Finance,120000,3
1854,Hina,Finance,40000,5
1855,Ahmed,HR,50000,4
1856,Omar,HR,0,5
1857,Bilal,,195000,4
1858,Iqra,IT,125000,4
1859,Nida,IT,160000,5
1860,Maryam,HR,60000,5
1861,Danish,Marketing,145000,2
1862,Hamza,Finance,75000,4
1863,Sara,Marketing,,4
1864,Iqra,HR,55000,3
1865,Ahmed,Operations,180000,5
1866,Ahmed,IT,0,5
1867,Ali,IT,85000,
1868,Zara,Finance,160000,
1869,Zara,IT,85000,5
1870,Danish,Operations,60000,3
1871,Hamza,,60000,1
1872,Bilal,IT,145000,4
1873,Maryam,Operations,100000,1
1874,Ahmed,Operations,0,3
1875,Bilal,,-5000,1
1876,Bilal,IT,160000,
1877,Talha,Finance,140000,2
1878,Maryam,IT,120000,1
1879,Ayesha,Operations,75000,2
1880,Fahad,HR,,1
1881,Noor,Finance,,3
1882,Nida,IT,50000,2
1883,Zara,IT,65000,1
1884,Zara,Marketing,90000,3
1885,Usman,Operations,70000,6
1886,Zara,Finance,130000,6
1887,Maryam,Operations,80000,5
